"FPR","LASSO (AUC=0.80)","SVM (AUC=0.74)","BLR (AUC=0.73)","GAM (AUC=0.75)","RF (AUC=0.73)","GBM (AUC=0.71)","MLP (AUC=0.73)"
0.515151515151515,0.863660644910645,0.809265734265735,0.800728438228438,0.811538461538462,0.790688782761954,0.765384615384615,0.771620046620047
0.525252525252525,0.868120305620306,0.812626262626263,0.814801864801865,0.821153846153846,0.792876567876568,0.767307692307692,0.778846153846154
0.535353535353535,0.873076923076923,0.815753690753691,0.821153846153846,0.828651903651904,0.796599088046456,0.771153846153846,0.782692307692308
0.545454545454546,0.880769230769231,0.819842657342657,0.830681818181818,0.836538461538462,0.806063936063936,0.773076923076923,0.788461538461538
0.555555555555556,0.886538461538461,0.826923076923077,0.840598290598291,0.843376068376069,0.810372538089929,0.779914529914531,0.790384615384615
0.565656565656566,0.888461538461538,0.838461538461538,0.85027195027195,0.851923076923077,0.813448773448773,0.788461538461538,0.796153846153846
0.575757575757576,0.892307692307692,0.841142191142191,0.869609557109557,0.853846153846154,0.815717615717616,0.794230769230769,0.801369463869465
0.585858585858586,0.896153846153846,0.846153846153846,0.884615384615385,0.861538461538462,0.82664923152728,0.794230769230769,0.805769230769231
0.595959595959596,0.905516705516706,0.846153846153846,0.887402874902875,0.861538461538462,0.831970050151868,0.803846153846154,0.809615384615385
0.606060606060606,0.911538461538462,0.846153846153846,0.891928904428904,0.863461538461539,0.836538461538462,0.809615384615385,0.815384615384615
0.616161616161616,0.915384615384615,0.846930846930847,0.901923076923077,0.867307692307692,0.838296425796426,0.815384615384615,0.819230769230769
0.626262626262626,0.915384615384615,0.851923076923077,0.908954933954934,0.867307692307692,0.84528261336772,0.823076923076923,0.821153846153846
0.636363636363636,0.919230769230769,0.853846153846154,0.909615384615385,0.871153846153846,0.848076923076923,0.825,0.823076923076923
0.646464646464647,0.921153846153846,0.860732323232323,0.911538461538462,0.882692307692308,0.85,0.830769230769231,0.826923076923077
0.656565656565657,0.923076923076923,0.865219502719503,0.911936674436674,0.884615384615385,0.852464819131486,0.840384615384615,0.832692307692308
0.666666666666667,0.928846153846154,0.868910256410256,0.924038461538462,0.890384615384615,0.858807134894091,0.844230769230769,0.836538461538462
0.676767676767677,0.928846153846154,0.876923076923077,0.927806915306915,0.892307692307692,0.859615384615385,0.851923076923077,0.840384615384615
0.686868686868687,0.936538461538462,0.880934343434344,0.930769230769231,0.9,0.864607614607615,0.85893550893551,0.848076923076923
0.696969696969697,0.938461538461538,0.883100233100233,0.934615384615385,0.901923076923077,0.867307692307692,0.863461538461539,0.848076923076923
0.707070707070707,0.940384615384615,0.886538461538461,0.934615384615385,0.905769230769231,0.872321036451471,0.867307692307692,0.855769230769231
0.717171717171717,0.942307692307692,0.892307692307692,0.937432012432012,0.911538461538462,0.876923076923077,0.871153846153846,0.857692307692308
0.727272727272727,0.944230769230769,0.892307692307692,0.942307692307692,0.913461538461538,0.877945804195804,0.875,0.863461538461539
0.737373737373737,0.948076923076923,0.894230769230769,0.944230769230769,0.915384615384615,0.882692307692308,0.884615384615385,0.867307692307692
0.747474747474748,0.951923076923077,0.902583527583528,0.944230769230769,0.917307692307692,0.895065473741945,0.886538461538461,0.871153846153846
0.757575757575758,0.953846153846154,0.907692307692308,0.944230769230769,0.917307692307692,0.903846153846154,0.892307692307692,0.875
0.767676767676768,0.957692307692308,0.907692307692308,0.944415306915307,0.923076923076923,0.905769230769231,0.9,0.880672105672107
0.777777777777778,0.959615384615385,0.910042735042735,0.946153846153846,0.925,0.909228098290598,0.903846153846154,0.884615384615385
0.787878787878788,0.961538461538462,0.915384615384615,0.947785547785548,0.925,0.917231934731935,0.903846153846154,0.892307692307692
0.797979797979798,0.963461538461538,0.916297591297591,0.95,0.932692307692308,0.923076923076923,0.907692307692308,0.898076923076923
0.808080808080808,0.965384615384615,0.921153846153846,0.95,0.932692307692308,0.927721167721168,0.925,0.901923076923077
0.818181818181818,0.965384615384615,0.923076923076923,0.951398601398601,0.936538461538462,0.930769230769231,0.930769230769231,0.907692307692308
0.828282828282828,0.967307692307692,0.923756798756799,0.953846153846154,0.938461538461538,0.931479577067812,0.930769230769231,0.911538461538462
0.838383838383838,0.969230769230769,0.925922688422689,0.957692307692308,0.942307692307692,0.932998975020252,0.934615384615385,0.913461538461538
0.848484848484849,0.971153846153846,0.929050116550117,0.959615384615385,0.942307692307692,0.941336441336441,0.934615384615385,0.915384615384615
0.858585858585859,0.974156954156955,0.931216006216006,0.959615384615385,0.944230769230769,0.944230769230769,0.936538461538462,0.917307692307692
0.868686868686869,0.975,0.940384615384615,0.959615384615385,0.946153846153846,0.95,0.936538461538462,0.928846153846154
0.878787878787879,0.978846153846154,0.944230769230769,0.959615384615385,0.948076923076923,0.958881716574024,0.942307692307692,0.935693473193474
0.888888888888889,0.982692307692308,0.95,0.964636752136752,0.951923076923077,0.965384615384615,0.946153846153846,0.942307692307692
0.898989898989899,0.982692307692308,0.950456487956488,0.967307692307692,0.955225330225331,0.971153846153846,0.948076923076923,0.946153846153846
0.909090909090909,0.984615384615385,0.953846153846154,0.967307692307692,0.957692307692308,0.973076923076923,0.951923076923077,0.959615384615385
0.919191919191919,0.986538461538462,0.958634421134421,0.967307692307692,0.961538461538462,0.973076923076923,0.961538461538462,0.963218725718726
0.929292929292929,0.988461538461539,0.959615384615385,0.970415695415696,0.967307692307692,0.976645730812398,0.961538461538462,0.971153846153846
0.939393939393939,0.994230769230769,0.962966200466201,0.973076923076923,0.967307692307692,0.980769230769231,0.963461538461538,0.971153846153846
0.94949494949495,0.994230769230769,0.965384615384615,0.975,0.973076923076923,0.980769230769231,0.971153846153846,0.975
0.95959595959596,0.996153846153846,0.965384615384615,0.977874902874903,0.975,0.982692307692308,0.975,0.982692307692308
0.96969696969697,0.996153846153846,0.967540792540793,0.985314685314685,0.975,0.986538461538462,0.976923076923077,0.984615384615385
0.97979797979798,0.997876197876199,0.971629759129759,0.992307692307692,0.980769230769231,0.988225560447783,0.984615384615385,0.984615384615385
0.98989898989899,0.998076923076923,0.976680264180264,0.998795648795649,0.986538461538462,0.990384615384615,0.986538461538462,0.990384615384615
1,1,0.995192307692308,1,1,1,1,1
